OrderID,OrderDate,Year,Month,CustomerID,Gender,AgeGroup,Region,Country,CustomerType,Product,Category,UnitsPurchased,UnitPrice,Revenue,Discount,Profit,PaymentMethod,Revenue,Profit,UnitsPurchased,,,
53255,2024-01-02,2024,January,CUST1489,Male,26-35,South,India,Returning,Smartphone,Accessories,5,26637,133185,3210,35200,PayPal,133185,35200,5,,,
53256,2023-02-14,2023,February,CUST1286,Female,18-25,South,India,Returning,Backpack,Home,2,5404,10808,2287,2127,Net Banking,10808,2127,2,,,
53257,2023-09-09,2023,September,CUST1063,Male,46-60,North,Australia,New,Headphones,Accessories,3,6290,18870,3081,3280,Debit Card,18870,3280,3,,,
53258,2022-09-14,2022,September,CUST1330,Female,18-25,North,Germany,Returning,T-shirt,Home,3,20996,62988,2764,14704,UPI,62988,14704,3,,,
53259,2022-03-03,2022,March,CUST1200,Female,46-60,North,India,New,T-shirt,Electronics,4,26983,107932,3378,13302,Debit Card,107932,13302,4,,,
53260,2022-09-07,2022,September,CUST1418,Male,18-25,West,USA,Returning,Shoes,Home,4,34852,139408,3735,36648,Credit Card,139408,36648,4,,,
53261,2022-01-21,2022,January,CUST1491,Male,46-60,North,Canada,Loyal,Shoes,Accessories,2,42163,84326,2944,10195,PayPal,84326,10195,2,,,
53262,2022-09-28,2022,September,CUST1363,Female,26-35,East,Australia,Returning,T-shirt,Accessories,1,34158,34158,2037,5426,PayPal,34158,5426,1,,,
53263,2023-02-20,2023,February,CUST1237,Male,46-60,East,USA,Returning,Coffee Maker,Electronics,5,43696,218480,1874,42581,Net Banking,218480,42581,5,,,
53264,2023-05-07,2023,May,CUST1138,Male,26-35,East,Australia,Loyal,Headphones,Home,5,56117,280585,3950,54759,Net Banking,280585,54759,5,,,
53265,2023-01-14,2023,January,CUST1372,Male,26-35,North,USA,Returning,Shoes,Electronics,5,10392,51960,1201,11025,PayPal,51960,11025,5,,,
53266,2023-10-25,2023,October,CUST1190,Female,26-35,North,Australia,Returning,Laptop,Electronics,2,26302,52604,854,11952,PayPal,52604,11952,2,,,
53267,2022-07-20,2022,July,CUST1368,Female,26-35,North,India,Returning,Smartphone,Electronics,4,23570,94280,1504,13497,Credit Card,94280,13497,4,,,
53268,2022-07-15,2022,July,CUST1166,Female,36-45,West,Canada,Returning,Smartphone,Accessories,3,1280,3840,3910,-11,Net Banking,3840,-11,3,,,
53269,2023-10-16,2023,October,CUST1433,Female,36-45,West,UK,Loyal,Headphones,Accessories,1,47692,47692,3628,6693,Net Banking,47692,6693,1,,,
53270,2024-04-11,2024,April,CUST1059,Female,46-60,East,Australia,Returning,Shoes,Fashion,2,40147,80294,243,9910,UPI,80294,9910,2,,,
53271,2024-08-02,2024,August,CUST1110,Male,18-25,South,USA,Returning,Coffee Maker,Home,3,2217,6651,2728,808,PayPal,6651,808,3,,,
53272,2023-03-30,2023,March,CUST1013,Male,36-45,North,USA,Returning,Shoes,Electronics,2,33538,67076,2785,13249,Debit Card,67076,13249,2,,,
53273,2022-12-29,2022,December,CUST1072,Male,26-35,North,India,Returning,Smartwatch,Home,5,35943,179715,3622,29270,Debit Card,179715,29270,5,,,
53274,2024-06-27,2024,June,CUST1334,Female,26-35,North,USA,Returning,T-shirt,Fashion,2,14464,28928,1294,8017,PayPal,28928,8017,2,,,
53275,2023-07-28,2023,July,CUST1407,Male,46-60,East,Germany,New,Smartwatch,Accessories,5,26879,134395,1770,28153,PayPal,134395,28153,5,,,
53276,2023-07-11,2023,July,CUST1002,Female,26-35,North,USA,New,Smartphone,Home,3,26089,78267,3791,18164,Debit Card,78267,18164,3,,,
53277,2023-07-17,2023,July,CUST1286,Male,46-60,North,Australia,Loyal,Shoes,Fashion,2,31380,62760,1790,10938,PayPal,62760,10938,2,,,
53278,2023-03-17,2023,March,CUST1167,Female,26-35,North,Canada,Loyal,T-shirt,Accessories,2,46265,92530,3888,17777,Net Banking,92530,17777,2,,,
53279,2023-01-29,2023,January,CUST1082,Male,18-25,East,India,Loyal,Shoes,Home,3,20469,61407,3662,11931,Net Banking,61407,11931,3,,,
53280,2022-03-30,2022,March,CUST1343,Female,46-60,West,Australia,Loyal,Coffee Maker,Accessories,3,45482,136446,1241,35092,Net Banking,136446,35092,3,,,
53281,2023-01-06,2023,January,CUST1259,Female,46-60,East,UK,Loyal,Smartphone,Accessories,1,28191,28191,3699,2535,PayPal,28191,2535,1,,,
53282,2024-07-12,2024,July,CUST1147,Male,36-45,West,UK,Returning,Coffee Maker,Electronics,4,48860,195440,2337,33569,Net Banking,195440,33569,4,,,
53283,2023-05-27,2023,May,CUST1279,Female,26-35,East,USA,Returning,Shoes,Electronics,2,33900,67800,3337,11822,Debit Card,67800,11822,2,,,
53284,2023-11-04,2023,November,CUST1426,Female,46-60,North,India,Loyal,Laptop,Fashion,4,9169,36676,1200,5286,Credit Card,36676,5286,4,,,
53285,2023-09-14,2023,September,CUST1326,Female,18-25,West,UK,New,T-shirt,Accessories,2,45205,90410,592,14032,PayPal,90410,14032,2,,,
53286,2024-01-07,2024,January,CUST1169,Female,26-35,South,USA,Returning,Laptop,Accessories,5,20781,103905,19,19983,UPI,103905,19983,5,,,
53287,2024-06-08,2024,June,CUST1266,Male,18-25,North,USA,New,Smartwatch,Fashion,2,15718,31436,1391,8893,PayPal,31436,8893,2,,,
53288,2023-12-25,2023,December,CUST1474,Female,18-25,South,Canada,Returning,Coffee Maker,Electronics,4,37224,148896,2556,15360,Credit Card,148896,15360,4,,,
53289,2023-07-04,2023,July,CUST1311,Female,36-45,East,India,Returning,Smartphone,Fashion,2,38012,76024,1233,17357,Net Banking,76024,17357,2,,,
53290,2023-12-04,2023,December,CUST1404,Male,18-25,North,Germany,Returning,Backpack,Fashion,1,5577,5577,1965,563,PayPal,5577,563,1,,,
53291,2023-01-19,2023,January,CUST1292,Female,18-25,East,Australia,Returning,Smartphone,Fashion,4,25760,103040,1795,26951,PayPal,103040,26951,4,,,
53292,2023-09-24,2023,September,CUST1144,Female,46-60,North,India,Returning,Coffee Maker,Accessories,3,23629,70887,2103,9400,UPI,70887,9400,3,,,
53293,2023-05-15,2023,May,CUST1237,Female,18-25,West,India,New,Smartphone,Electronics,4,9572,38288,770,5005,Debit Card,38288,5005,4,,,
53294,2022-04-03,2022,April,CUST1161,Male,36-45,North,India,Loyal,Coffee Maker,Accessories,4,39392,157568,1988,17142,Credit Card,157568,17142,4,,,
53295,2022-06-17,2022,June,CUST1127,Male,26-35,North,Germany,Returning,Shoes,Electronics,4,6881,27524,1822,3008,Credit Card,27524,3008,4,,,
53296,2022-09-15,2022,September,CUST1194,Female,26-35,North,USA,Loyal,Tablet,Accessories,3,45879,137637,553,37479,PayPal,137637,37479,3,,,
53297,2022-05-02,2022,May,CUST1322,Female,36-45,East,Germany,Loyal,Coffee Maker,Home,5,55048,275240,542,68014,Net Banking,275240,68014,5,,,
53298,2023-08-01,2023,August,CUST1211,Female,46-60,East,UK,New,Laptop,Home,2,47786,95572,3928,20806,Debit Card,95572,20806,2,,,
53299,2023-11-22,2023,November,CUST1405,Female,18-25,East,India,Loyal,Backpack,Fashion,3,50744,152232,2667,16473,Credit Card,152232,16473,3,,,
53300,2022-05-30,2022,May,CUST1281,Female,26-35,North,India,New,Headphones,Electronics,5,53893,269465,588,78053,Credit Card,269465,78053,5,,,
53301,2022-06-20,2022,June,CUST1288,Female,18-25,West,India,Loyal,Coffee Maker,Accessories,5,19447,97235,1285,16781,Debit Card,97235,16781,5,,,
53302,2022-09-24,2022,September,CUST1184,Female,46-60,West,Australia,Loyal,Shoes,Electronics,5,646,3230,2264,101,UPI,3230,101,5,,,
53303,2024-04-01,2024,April,CUST1117,Male,18-25,South,Australia,Loyal,T-shirt,Electronics,1,52242,52242,689,5436,Credit Card,52242,5436,1,,,
53304,2022-11-17,2022,November,CUST1245,Male,18-25,West,Canada,Loyal,Shoes,Fashion,2,34021,68042,2732,17181,UPI,68042,17181,2,,,
53305,2022-10-26,2022,October,CUST1018,Female,36-45,North,Germany,New,Laptop,Electronics,3,49164,147492,2400,43060,Net Banking,147492,43060,3,,,
53306,2022-12-07,2022,December,CUST1321,Female,36-45,West,Australia,New,Shoes,Accessories,2,25426,50852,3135,6798,Credit Card,50852,6798,2,,,
53307,2023-06-20,2023,June,CUST1263,Female,46-60,North,India,New,Backpack,Home,5,26927,134635,2122,37219,Debit Card,134635,37219,5,,,
53308,2024-01-12,2024,January,CUST1339,Female,46-60,South,India,New,Headphones,Electronics,3,30857,92571,1615,27065,Credit Card,92571,27065,3,,,
53309,2024-06-07,2024,June,CUST1223,Male,46-60,North,India,Returning,T-shirt,Home,5,11057,55285,3686,9257,Credit Card,55285,9257,5,,,
53310,2023-10-24,2023,October,CUST1358,Female,18-25,East,USA,Returning,Smartwatch,Accessories,2,47160,94320,784,22511,Net Banking,94320,22511,2,,,
53311,2022-08-15,2022,August,CUST1138,Female,18-25,South,Canada,Loyal,Tablet,Electronics,3,52914,158742,1830,29310,Credit Card,158742,29310,3,,,
53312,2024-06-15,2024,June,CUST1224,Male,36-45,South,Germany,Loyal,Smartphone,Home,3,51166,153498,2991,40127,PayPal,153498,40127,3,,,
53313,2023-10-13,2023,October,CUST1069,Male,46-60,East,Germany,Loyal,Tablet,Accessories,5,21245,106225,1135,24106,PayPal,106225,24106,5,,,
53314,2022-10-20,2022,October,CUST1427,Male,36-45,South,USA,Returning,Shoes,Electronics,4,16841,67364,2998,10462,Debit Card,67364,10462,4,,,
53315,2023-01-24,2023,January,CUST1405,Female,26-35,West,Germany,New,Laptop,Fashion,5,32334,161670,3090,39462,PayPal,161670,39462,5,,,
53316,2024-05-17,2024,May,CUST1345,Male,26-35,North,USA,Loyal,Shoes,Accessories,2,11803,23606,2095,4903,Debit Card,23606,4903,2,,,
53317,2024-05-10,2024,May,CUST1399,Male,36-45,North,India,New,Shoes,Accessories,3,17250,51750,380,12020,Debit Card,51750,12020,3,,,
53318,2023-03-31,2023,March,CUST1000,Male,26-35,North,Germany,Returning,T-shirt,Electronics,1,3960,3960,2979,163,UPI,3960,163,1,,,
53319,2024-04-13,2024,April,CUST1032,Female,26-35,South,UK,Loyal,Smartwatch,Accessories,4,17535,70140,2009,13847,UPI,70140,13847,4,,,
53320,2022-12-19,2022,December,CUST1450,Female,18-25,South,India,Returning,Laptop,Fashion,5,42971,214855,3859,40449,Credit Card,214855,40449,5,,,
53321,2024-05-20,2024,May,CUST1473,Male,26-35,East,Canada,New,Shoes,Accessories,1,18238,18238,3685,2945,Net Banking,18238,2945,1,,,
53322,2023-12-11,2023,December,CUST1066,Male,26-35,South,Australia,Loyal,Headphones,Electronics,5,8106,40530,1286,10339,Debit Card,40530,10339,5,,,
53323,2024-07-24,2024,July,CUST1368,Female,36-45,West,Germany,Returning,Shoes,Home,2,41901,83802,1244,22928,PayPal,83802,22928,2,,,
53324,2022-04-22,2022,April,CUST1122,Male,26-35,South,Australia,Returning,Shoes,Home,5,38985,194925,1586,38455,UPI,194925,38455,5,,,
53325,2022-08-07,2022,August,CUST1377,Male,18-25,South,Germany,New,Backpack,Accessories,4,13052,52208,3301,5024,Credit Card,52208,5024,4,,,
53326,2024-09-02,2024,September,CUST1062,Male,26-35,West,Australia,New,Headphones,Home,4,48406,193624,1096,43092,UPI,193624,43092,4,,,
53327,2024-07-02,2024,July,CUST1087,Male,26-35,North,Australia,New,Smartwatch,Electronics,5,1374,6870,2028,838,UPI,6870,838,5,,,
53328,2024-08-23,2024,August,CUST1433,Female,18-25,West,Australia,New,Headphones,Home,4,30818,123272,859,24351,UPI,123272,24351,4,,,
53329,2024-09-06,2024,September,CUST1256,Female,26-35,North,Canada,Returning,Tablet,Home,2,1330,2660,1287,399,Credit Card,2660,399,2,,,
53330,2022-03-04,2022,March,CUST1163,Female,46-60,South,Australia,New,Laptop,Accessories,2,41021,82042,148,10041,Debit Card,82042,10041,2,,,
53331,2024-03-11,2024,March,CUST1200,Male,26-35,South,USA,Loyal,Headphones,Accessories,1,55078,55078,327,7202,Net Banking,55078,7202,1,,,
53332,2022-07-25,2022,July,CUST1111,Male,46-60,North,Canada,Returning,Shoes,Electronics,5,30059,150295,3175,15039,PayPal,150295,15039,5,,,
53333,2024-04-02,2024,April,CUST1487,Male,36-45,East,UK,New,Smartphone,Home,3,7875,23625,3770,2408,Net Banking,23625,2408,3,,,
53334,2022-12-08,2022,December,CUST1186,Female,36-45,West,Germany,Returning,Laptop,Accessories,1,47494,47494,2817,7818,Credit Card,47494,7818,1,,,
53335,2022-12-24,2022,December,CUST1159,Female,26-35,West,Germany,New,Tablet,Fashion,5,49800,249000,793,67852,UPI,249000,67852,5,,,
53336,2022-11-13,2022,November,CUST1062,Female,26-35,North,Canada,New,Shoes,Fashion,3,30642,91926,1512,23230,UPI,91926,23230,3,,,
53337,2023-09-30,2023,September,CUST1008,Female,36-45,West,India,New,Tablet,Home,1,18463,18463,1608,4688,Debit Card,18463,4688,1,,,
53338,2023-02-14,2023,February,CUST1431,Male,46-60,West,Canada,Loyal,Laptop,Fashion,4,41831,167324,2366,38188,Net Banking,167324,38188,4,,,
53339,2022-10-18,2022,October,CUST1497,Female,18-25,East,Australia,Loyal,T-shirt,Electronics,1,36291,36291,1808,10223,Net Banking,36291,10223,1,,,
53340,2023-05-18,2023,May,CUST1440,Female,36-45,East,India,New,T-shirt,Electronics,5,39165,195825,2222,38953,Credit Card,195825,38953,5,,,
53341,2022-12-14,2022,December,CUST1378,Female,46-60,North,Canada,Returning,Coffee Maker,Accessories,4,16542,66168,2847,10517,Credit Card,66168,10517,4,,,
53342,2024-05-19,2024,May,CUST1176,Male,26-35,West,India,New,Smartwatch,Fashion,2,52696,105392,3488,13301,Debit Card,105392,13301,2,,,
53343,2024-08-26,2024,August,CUST1079,Male,46-60,North,Australia,New,Smartphone,Electronics,4,26180,104720,2034,29846,PayPal,104720,29846,4,,,
53344,2022-01-01,2022,January,CUST1390,Female,26-35,North,UK,New,Laptop,Accessories,4,37451,149804,1624,32889,PayPal,149804,32889,4,,,
53345,2024-08-29,2024,August,CUST1256,Male,46-60,West,Germany,Returning,Backpack,Accessories,5,46319,231595,2726,46759,Debit Card,231595,46759,5,,,
53346,2024-06-26,2024,June,CUST1348,Female,36-45,East,USA,Returning,Coffee Maker,Electronics,3,50507,151521,1686,36801,Credit Card,151521,36801,3,,,
53347,2022-04-24,2022,April,CUST1048,Male,36-45,West,UK,Loyal,T-shirt,Fashion,4,14211,56844,1529,12575,PayPal,56844,12575,4,,,
53348,2022-01-13,2022,January,CUST1030,Male,36-45,West,Australia,New,Tablet,Electronics,3,55259,165777,2254,22283,PayPal,165777,22283,3,,,
53349,2022-08-07,2022,August,CUST1250,Female,46-60,East,Germany,New,Smartwatch,Accessories,3,20089,60267,196,8637,Net Banking,60267,8637,3,,,
53350,2023-05-30,2023,May,CUST1080,Male,36-45,West,Canada,Loyal,Smartwatch,Electronics,4,36395,145580,105,33829,Credit Card,145580,33829,4,,,
53351,2023-01-19,2023,January,CUST1323,Female,46-60,West,Canada,Returning,Shoes,Accessories,5,42280,211400,1570,44956,Net Banking,211400,44956,5,,,
53352,2022-04-02,2022,April,CUST1207,Female,36-45,West,Australia,Returning,Coffee Maker,Accessories,1,27233,27233,799,5615,UPI,27233,5615,1,,,
53353,2024-03-26,2024,March,CUST1302,Male,26-35,East,USA,New,Tablet,Electronics,1,702,702,1272,-96,Debit Card,702,-96,1,,,
53354,2024-03-13,2024,March,CUST1466,Male,18-25,East,UK,Returning,Tablet,Accessories,4,18445,73780,3120,15206,PayPal,73780,15206,4,,,
53355,2023-01-04,2023,January,CUST1391,Male,18-25,North,Germany,Returning,Shoes,Accessories,1,38470,38470,801,4270,UPI,38470,4270,1,,,
53356,2022-07-09,2022,July,CUST1249,Male,36-45,South,Germany,New,T-shirt,Accessories,1,49895,49895,1236,9694,PayPal,49895,9694,1,,,
53357,2023-06-13,2023,June,CUST1030,Female,26-35,South,Canada,Loyal,Smartwatch,Home,5,18343,91715,2378,24857,PayPal,91715,24857,5,,,
53358,2024-09-20,2024,September,CUST1164,Male,46-60,East,India,Returning,Tablet,Accessories,2,40306,80612,998,14322,Debit Card,80612,14322,2,,,
53359,2022-02-25,2022,February,CUST1356,Female,36-45,South,India,Returning,Laptop,Electronics,1,41603,41603,2092,3972,Credit Card,41603,3972,1,,,
53360,2022-09-09,2022,September,CUST1220,Male,36-45,South,India,Returning,Laptop,Home,3,28478,85434,680,15380,PayPal,85434,15380,3,,,
53361,2022-09-14,2022,September,CUST1470,Male,18-25,West,Australia,Returning,Headphones,Accessories,1,43374,43374,683,6482,Net Banking,43374,6482,1,,,
53362,2022-09-03,2022,September,CUST1244,Female,36-45,West,Canada,Returning,Smartphone,Accessories,3,51382,154146,1731,34847,Net Banking,154146,34847,3,,,
53363,2022-04-01,2022,April,CUST1294,Female,46-60,South,USA,Loyal,Coffee Maker,Accessories,4,1134,4536,1947,599,Debit Card,4536,599,4,,,
53364,2024-07-13,2024,July,CUST1144,Female,26-35,North,UK,Loyal,Backpack,Fashion,4,43845,175380,3393,29014,Credit Card,175380,29014,4,,,
53365,2022-04-21,2022,April,CUST1325,Female,46-60,North,USA,Loyal,Laptop,Electronics,1,57227,57227,3863,13303,Credit Card,57227,13303,1,,,
53366,2023-05-31,2023,May,CUST1032,Female,18-25,South,USA,Returning,Laptop,Accessories,1,16526,16526,970,3008,Credit Card,16526,3008,1,,,
53367,2022-01-11,2022,January,CUST1441,Female,26-35,East,UK,New,Tablet,Electronics,5,59798,298990,3195,87012,PayPal,298990,87012,5,,,
53368,2024-02-18,2024,February,CUST1173,Male,18-25,East,UK,Returning,Headphones,Electronics,2,45075,90150,2341,15976,Debit Card,90150,15976,2,,,
53369,2022-08-09,2022,August,CUST1022,Male,46-60,East,Germany,Returning,Smartphone,Fashion,5,29971,149855,3649,31925,UPI,149855,31925,5,,,
53370,2023-06-22,2023,June,CUST1350,Male,26-35,North,India,New,Smartwatch,Home,3,58532,175596,24,29010,Net Banking,175596,29010,3,,,
53371,2024-05-19,2024,May,CUST1029,Female,36-45,West,Canada,New,Backpack,Fashion,1,8217,8217,116,1381,Debit Card,8217,1381,1,,,
53372,2023-09-03,2023,September,CUST1413,Female,36-45,South,UK,New,T-shirt,Fashion,2,16999,33998,166,8424,Credit Card,33998,8424,2,,,
53373,2022-06-30,2022,June,CUST1009,Male,26-35,South,Canada,New,Headphones,Accessories,1,18208,18208,1751,2224,PayPal,18208,2224,1,,,
53374,2023-11-09,2023,November,CUST1251,Male,46-60,South,UK,Returning,Smartwatch,Electronics,5,30028,150140,1748,21422,PayPal,150140,21422,5,,,
53375,2023-07-05,2023,July,CUST1283,Female,46-60,East,Germany,New,Coffee Maker,Fashion,1,23708,23708,3485,3749,Credit Card,23708,3749,1,,,
53376,2024-02-27,2024,February,CUST1495,Female,46-60,South,India,Loyal,Headphones,Fashion,1,7305,7305,1856,617,UPI,7305,617,1,,,
53377,2022-12-30,2022,December,CUST1283,Male,46-60,East,UK,Loyal,Tablet,Home,1,10105,10105,1697,2396,Debit Card,10105,2396,1,,,
53378,2024-08-10,2024,August,CUST1224,Male,36-45,South,UK,Returning,Shoes,Fashion,3,24210,72630,1810,18168,UPI,72630,18168,3,,,
53379,2024-04-26,2024,April,CUST1167,Male,46-60,West,UK,Returning,Shoes,Fashion,4,29578,118312,3839,23260,Debit Card,118312,23260,4,,,
53380,2022-03-31,2022,March,CUST1116,Male,36-45,South,Germany,Loyal,Backpack,Accessories,4,19519,78076,549,16640,Debit Card,78076,16640,4,,,
53381,2023-01-04,2023,January,CUST1224,Female,46-60,East,India,New,Shoes,Accessories,5,16208,81040,235,13707,UPI,81040,13707,5,,,
53382,2024-07-05,2024,July,CUST1445,Female,46-60,West,USA,Returning,Headphones,Fashion,2,54935,109870,2869,23509,Credit Card,109870,23509,2,,,
53383,2023-11-23,2023,November,CUST1409,Male,46-60,South,UK,Returning,Laptop,Electronics,3,58150,174450,1505,30258,UPI,174450,30258,3,,,
53384,2022-12-14,2022,December,CUST1234,Male,18-25,East,India,New,Shoes,Home,2,38856,77712,3606,21775,PayPal,77712,21775,2,,,
53385,2022-04-12,2022,April,CUST1146,Female,36-45,South,India,New,Tablet,Fashion,5,54291,271455,3139,58000,UPI,271455,58000,5,,,
53386,2023-09-07,2023,September,CUST1136,Male,46-60,South,Australia,New,Backpack,Home,5,4966,24830,3349,6413,Debit Card,24830,6413,5,,,
53387,2024-04-11,2024,April,CUST1139,Female,18-25,South,USA,Loyal,Smartphone,Accessories,3,13513,40539,2128,7210,Net Banking,40539,7210,3,,,
53388,2022-10-29,2022,October,CUST1329,Male,26-35,South,Germany,Loyal,Smartphone,Electronics,5,49666,248330,1013,35305,Net Banking,248330,35305,5,,,
53389,2022-11-08,2022,November,CUST1296,Female,26-35,East,India,Returning,Headphones,Electronics,5,47232,236160,514,53480,PayPal,236160,53480,5,,,
53390,2023-06-03,2023,June,CUST1359,Male,18-25,West,Canada,Returning,Backpack,Home,5,7011,35055,3244,5892,PayPal,35055,5892,5,,,
53391,2022-09-22,2022,September,CUST1431,Male,36-45,South,Australia,New,Coffee Maker,Electronics,2,53766,107532,1729,15604,UPI,107532,15604,2,,,
53392,2024-07-31,2024,July,CUST1053,Male,18-25,East,USA,New,Laptop,Fashion,5,15278,76390,2117,13569,Credit Card,76390,13569,5,,,
53393,2023-08-13,2023,August,CUST1430,Female,26-35,East,Australia,New,Tablet,Home,1,59779,59779,2757,6184,PayPal,59779,6184,1,,,
53394,2023-06-25,2023,June,CUST1216,Male,46-60,South,USA,Loyal,Headphones,Electronics,3,25445,76335,3343,18043,PayPal,76335,18043,3,,,
53395,2023-01-30,2023,January,CUST1063,Female,36-45,South,USA,Returning,Tablet,Accessories,5,57453,287265,562,69226,PayPal,287265,69226,5,,,
53396,2024-09-25,2024,September,CUST1165,Female,26-35,West,Canada,New,Laptop,Home,5,59706,298530,3175,51346,Credit Card,298530,51346,5,,,
53397,2023-08-14,2023,August,CUST1293,Male,36-45,South,Canada,New,Coffee Maker,Accessories,1,59693,59693,3885,8079,UPI,59693,8079,1,,,
53398,2022-05-10,2022,May,CUST1239,Female,26-35,East,Australia,Returning,Backpack,Fashion,3,35605,106815,2148,14710,UPI,106815,14710,3,,,
53399,2024-08-02,2024,August,CUST1421,Male,36-45,West,USA,Loyal,Shoes,Fashion,5,42595,212975,762,42776,Net Banking,212975,42776,5,,,
53400,2024-05-20,2024,May,CUST1329,Male,36-45,North,Germany,New,Smartphone,Accessories,2,18896,37792,1665,6529,PayPal,37792,6529,2,,,
53401,2022-02-04,2022,February,CUST1360,Female,36-45,South,India,Returning,Smartwatch,Accessories,4,18612,74448,1775,15518,UPI,74448,15518,4,,,
53402,2023-07-25,2023,July,CUST1385,Female,46-60,West,Australia,Loyal,Coffee Maker,Electronics,2,38814,77628,2437,12583,Credit Card,77628,12583,2,,,
53403,2024-08-17,2024,August,CUST1153,Female,26-35,West,Canada,Returning,T-shirt,Accessories,4,37361,149444,1247,24334,Net Banking,149444,24334,4,,,
53404,2023-01-29,2023,January,CUST1014,Male,46-60,North,Germany,Returning,Coffee Maker,Fashion,4,44000,176000,3996,50526,Credit Card,176000,50526,4,,,
53405,2023-02-22,2023,February,CUST1492,Male,46-60,East,Germany,Loyal,Backpack,Fashion,4,22215,88860,3753,18835,Credit Card,88860,18835,4,,,
53406,2022-12-28,2022,December,CUST1243,Female,26-35,East,USA,New,Shoes,Electronics,4,3598,14392,2242,3438,Debit Card,14392,3438,4,,,
53407,2023-01-11,2023,January,CUST1251,Male,26-35,South,Australia,Returning,Backpack,Fashion,4,12829,51316,3268,8741,Net Banking,51316,8741,4,,,
53408,2023-11-22,2023,November,CUST1263,Male,26-35,West,Canada,Returning,T-shirt,Fashion,2,38627,77254,393,8880,Debit Card,77254,8880,2,,,
53409,2022-02-18,2022,February,CUST1112,Male,18-25,North,Germany,Loyal,Tablet,Home,2,49397,98794,1434,20719,Net Banking,98794,20719,2,,,
53410,2022-01-06,2022,January,CUST1297,Male,18-25,South,Canada,Loyal,T-shirt,Fashion,2,1411,2822,910,346,Credit Card,2822,346,2,,,
53411,2023-06-07,2023,June,CUST1089,Female,18-25,North,UK,Returning,Shoes,Electronics,4,45142,180568,2876,20902,Net Banking,180568,20902,4,,,
53412,2023-01-14,2023,January,CUST1244,Female,18-25,West,Germany,New,Tablet,Accessories,2,47727,95454,653,22450,PayPal,95454,22450,2,,,
53413,2022-03-15,2022,March,CUST1105,Female,36-45,West,Australia,Returning,Backpack,Home,4,50604,202416,1826,47761,UPI,202416,47761,4,,,
53414,2022-10-13,2022,October,CUST1039,Female,18-25,West,Australia,Returning,Smartphone,Home,2,28279,56558,3904,8755,Debit Card,56558,8755,2,,,
53415,2024-06-01,2024,June,CUST1459,Male,36-45,South,UK,Loyal,Backpack,Accessories,2,29280,58560,3264,10657,Credit Card,58560,10657,2,,,
53416,2023-09-23,2023,September,CUST1170,Female,36-45,South,UK,New,Smartwatch,Fashion,5,55386,276930,1979,70476,Credit Card,276930,70476,5,,,
53417,2022-02-05,2022,February,CUST1062,Female,46-60,East,Canada,Loyal,Backpack,Home,1,49874,49874,3794,11578,PayPal,49874,11578,1,,,
53418,2022-11-10,2022,November,CUST1436,Female,46-60,North,Germany,New,Headphones,Fashion,2,39392,78784,343,12658,PayPal,78784,12658,2,,,
53419,2024-06-24,2024,June,CUST1446,Female,18-25,North,USA,Loyal,Smartwatch,Fashion,5,45684,228420,2474,31469,PayPal,228420,31469,5,,,
53420,2024-02-28,2024,February,CUST1309,Male,36-45,East,Germany,New,Shoes,Home,2,43387,86774,946,15303,Debit Card,86774,15303,2,,,
53421,2024-01-14,2024,January,CUST1105,Female,46-60,West,Canada,New,Coffee Maker,Home,4,2979,11916,3270,1972,Credit Card,11916,1972,4,,,
53422,2022-05-22,2022,May,CUST1335,Female,18-25,East,Canada,Loyal,Smartwatch,Home,5,50205,251025,195,57435,UPI,251025,57435,5,,,
53423,2023-03-06,2023,March,CUST1299,Male,46-60,East,UK,Returning,Laptop,Electronics,5,37600,188000,36,21301,Net Banking,188000,21301,5,,,
53424,2022-01-18,2022,January,CUST1147,Female,26-35,West,Germany,New,Shoes,Fashion,1,46903,46903,2629,9948,Net Banking,46903,9948,1,,,
53425,2023-01-05,2023,January,CUST1336,Female,46-60,West,Canada,New,Smartwatch,Electronics,2,14585,29170,629,8543,Credit Card,29170,8543,2,,,
53426,2024-05-14,2024,May,CUST1154,Male,18-25,South,USA,Loyal,Smartwatch,Accessories,4,43796,175184,688,20189,Credit Card,175184,20189,4,,,
53427,2022-11-26,2022,November,CUST1233,Female,36-45,East,Germany,Loyal,Smartwatch,Electronics,3,34082,102246,3949,27406,Credit Card,102246,27406,3,,,
53428,2022-07-04,2022,July,CUST1460,Female,26-35,East,Canada,Loyal,Headphones,Fashion,4,21976,87904,3292,16328,Net Banking,87904,16328,4,,,
53429,2024-02-22,2024,February,CUST1101,Female,18-25,North,Canada,New,Coffee Maker,Home,2,37316,74632,3435,12333,Credit Card,74632,12333,2,,,
53430,2023-04-05,2023,April,CUST1472,Female,18-25,South,Germany,Loyal,Headphones,Accessories,5,37191,185955,548,49643,UPI,185955,49643,5,,,
53431,2024-02-11,2024,February,CUST1399,Female,36-45,East,Australia,Loyal,Shoes,Electronics,4,37730,150920,3781,39131,Net Banking,150920,39131,4,,,
53432,2022-02-15,2022,February,CUST1030,Female,18-25,South,Canada,Returning,Headphones,Home,1,48616,48616,2084,6982,Net Banking,48616,6982,1,,,
53433,2022-12-17,2022,December,CUST1126,Male,18-25,East,USA,Loyal,T-shirt,Fashion,3,44422,133266,45,29704,PayPal,133266,29704,3,,,
